APPLICATION_ID, REQUEST_GROUP_ID, REQUEST_UNIT_TYPE, UNIT_APPLICATION_ID, REQUEST_UNIT_ID, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN
101,712,P,101,39496,01.01.80,1,01.01.80,1,0
101,712,P,101,39497,01.01.80,1,01.01.80,1,0
101,712,P,101,39498,01.01.80,1,01.01.80,1,0
101,712,P,101,39499,01.01.80,1,01.01.80,1,0
101,712,P,101,39500,01.01.80,1,01.01.80,1,0
101,712,P,101,39501,01.01.80,1,01.01.80,1,0
101,712,P,140,38633,15.08.99,1,15.08.99,1,36552
7002,757,P,7003,47342,23.06.06,120,23.06.06,120,0
7002,757,P,7003,47370,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47375,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47372,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47373,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47369,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47371,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47378,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47384,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47390,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47380,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47392,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47393,23.03.06,120,23.03.06,120,0
517,863,P,517,44283,20.08.02,2,20.08.02,2,0
517,863,P,517,44284,20.08.02,2,20.08.02,2,0
517,863,P,517,44285,20.08.02,2,20.08.02,2,0
517,863,P,517,44286,20.08.02,2,20.08.02,2,0
517,863,P,517,44287,20.08.02,2,20.08.02,2,0
517,863,P,517,44288,20.08.02,2,20.08.02,2,0
517,863,P,517,44289,20.08.02,2,20.08.02,2,0
191,898,P,452,42081,26.10.02,1,26.10.02,1,0
191,898,P,452,42080,26.10.02,1,26.10.02,1,0
191,898,P,452,42079,26.10.02,1,26.10.02,1,0
517,863,P,517,44290,20.08.02,2,20.08.02,2,0
7002,757,P,7003,47396,20.06.06,120,20.06.06,120,0
7002,757,P,7003,47397,20.06.06,120,20.06.06,120,0
7002,758,P,7003,47370,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47375,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47372,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47373,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47369,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47371,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47381,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47385,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47391,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47382,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47392,23.03.06,120,23.03.06,120,0
7002,758,P,7003,47394,23.03.06,120,23.03.06,120,0
185,702,P,185,37609,25.05.99,2,25.05.99,2,0
185,702,P,185,37610,25.05.99,2,25.05.99,2,0
185,702,P,185,37611,25.05.99,2,25.05.99,2,0
185,702,P,185,37612,25.05.99,2,25.05.99,2,0
185,702,P,185,37613,25.05.99,2,25.05.99,2,0
185,702,P,185,37614,25.05.99,2,25.05.99,2,0
185,703,P,185,37610,25.05.99,2,25.05.99,2,0
185,702,P,185,37618,25.05.99,2,25.05.99,2,0
185,703,P,185,37611,25.05.99,2,25.05.99,2,0
185,702,P,185,37619,25.05.99,2,25.05.99,2,0
185,703,P,185,37612,25.05.99,2,25.05.99,2,0
185,702,P,185,37628,25.05.99,2,25.05.99,2,0
185,703,P,185,37613,25.05.99,2,25.05.99,2,0
185,702,P,185,42657,19.10.01,2,19.10.01,2,0
185,702,P,185,42658,19.10.01,2,19.10.01,2,0
191,898,P,452,42087,26.10.02,1,26.10.02,1,0
191,898,P,452,42100,26.10.02,1,26.10.02,1,0
191,898,P,452,42099,26.10.02,1,26.10.02,1,0
7002,758,P,7003,47395,23.03.06,120,23.03.06,120,0
185,703,P,185,37614,25.05.99,2,25.05.99,2,0
185,703,P,185,37618,25.05.99,2,25.05.99,2,0
185,703,P,185,37619,25.05.99,2,25.05.99,2,0
185,703,P,185,37623,25.05.99,2,25.05.99,2,0
185,703,P,185,37637,25.05.99,2,25.05.99,2,0
185,703,P,185,42657,19.10.01,2,19.10.01,2,0
185,703,P,185,37609,25.05.99,2,25.05.99,2,0
185,703,P,185,42658,19.10.01,2,19.10.01,2,0
185,704,P,185,37609,25.05.99,2,25.05.99,2,0
185,704,P,185,37610,25.05.99,2,25.05.99,2,0
185,704,P,185,37611,25.05.99,2,25.05.99,2,0
185,704,P,185,37612,25.05.99,2,25.05.99,2,0
185,704,P,185,37613,25.05.99,2,25.05.99,2,0
185,704,P,185,37614,25.05.99,2,25.05.99,2,0
185,704,P,185,37618,25.05.99,2,25.05.99,2,0
191,898,P,453,42302,05.06.01,2,05.06.01,2,0
191,898,P,453,42303,05.06.01,2,05.06.01,2,0
191,898,P,453,42304,05.06.01,2,05.06.01,2,0
191,898,P,453,42305,05.06.01,2,05.06.01,2,0
191,898,P,453,42306,05.06.01,2,05.06.01,2,0
191,898,P,453,42307,05.06.01,2,05.06.01,2,0
191,898,P,453,42308,05.06.01,2,05.06.01,2,0
191,898,P,454,42138,09.05.01,2,09.05.01,2,0
191,898,P,454,42142,09.05.01,2,09.05.01,2,0
191,898,P,454,42147,09.05.01,2,09.05.01,2,0
191,898,P,454,42150,28.11.01,2,28.11.01,2,0
191,898,P,455,41981,02.03.01,2,02.03.01,2,0
191,898,P,455,41977,02.03.01,2,02.03.01,2,0
191,898,P,517,40370,20.06.00,2,20.06.00,2,0
191,898,P,517,40369,20.06.00,2,20.06.00,2,0
185,704,P,185,37619,25.05.99,2,25.05.99,2,0
185,704,P,185,37623,25.05.99,2,25.05.99,2,0
185,704,P,185,37628,25.05.99,2,25.05.99,2,0
185,704,P,185,37637,25.05.99,2,25.05.99,2,0
185,704,P,185,42657,19.10.01,2,19.10.01,2,0
185,704,P,185,42658,19.10.01,2,19.10.01,2,0
185,705,P,185,37609,25.05.99,2,25.05.99,2,0
185,705,P,185,37610,25.05.99,2,25.05.99,2,0
185,705,P,185,37611,25.05.99,2,25.05.99,2,0
185,705,P,185,37612,25.05.99,2,25.05.99,2,0
185,705,P,185,37613,25.05.99,2,25.05.99,2,0
185,705,P,185,37614,25.05.99,2,25.05.99,2,0
185,705,P,185,37615,25.05.99,2,25.05.99,2,0
185,705,P,185,37616,25.05.99,2,25.05.99,2,0
185,705,P,185,37617,25.05.99,2,25.05.99,2,0
185,705,P,185,37618,25.05.99,2,25.05.99,2,0
185,705,P,185,37619,25.05.99,2,25.05.99,2,0
185,705,P,185,37620,25.05.99,2,25.05.99,2,0
185,705,P,185,37621,25.05.99,2,25.05.99,2,0
185,705,P,185,37622,25.05.99,2,25.05.99,2,0
185,705,P,185,37623,25.05.99,2,25.05.99,2,0
185,705,P,185,37624,25.05.99,2,25.05.99,2,0
185,705,P,185,37628,25.05.99,2,25.05.99,2,0
185,705,P,185,37631,25.05.99,2,25.05.99,2,0
185,705,P,185,37632,25.05.99,2,25.05.99,2,0
185,705,P,185,37633,25.05.99,2,25.05.99,2,0
185,705,P,185,37635,25.05.99,2,25.05.99,2,0
185,705,P,185,37636,25.05.99,2,25.05.99,2,0
185,705,P,185,37637,25.05.99,2,25.05.99,2,0
185,705,P,185,37639,25.05.99,2,25.05.99,2,0
185,705,P,185,37640,25.05.99,2,25.05.99,2,0
185,705,P,185,42657,19.10.01,2,19.10.01,2,0
185,705,P,185,42658,19.10.01,2,19.10.01,2,0
7002,758,P,7003,47396,20.06.06,120,20.06.06,120,0
7002,754,P,7002,33420,31.05.02,1,31.05.02,1,0
7002,754,P,7002,33432,31.05.02,1,31.05.02,1,0
140,176,P,140,20815,24.04.95,1,24.04.95,1,2243
140,671,P,140,20429,06.01.98,1,06.01.98,1,0
140,671,P,140,20430,06.01.98,1,06.01.98,1,0
140,671,P,140,20431,06.01.98,1,06.01.98,1,0
140,671,P,140,20432,06.01.98,1,06.01.98,1,0
140,671,P,140,20434,06.01.98,1,06.01.98,1,0
140,671,P,140,20437,06.01.98,1,06.01.98,1,0
140,671,P,140,20438,06.01.98,1,06.01.98,1,0
140,671,P,140,20440,06.01.98,1,06.01.98,1,0
140,671,P,140,20445,06.01.98,1,06.01.98,1,0
140,671,P,140,20448,06.01.98,1,06.01.98,1,0
140,671,P,140,20449,06.01.98,1,06.01.98,1,0
140,671,P,140,20450,06.01.98,1,06.01.98,1,0
140,671,P,140,20840,06.01.98,1,06.01.98,1,0
140,671,P,140,20843,06.01.98,1,06.01.98,1,0
140,671,P,140,20855,06.01.98,1,06.01.98,1,0
140,671,P,140,20856,06.01.98,1,06.01.98,1,0
140,671,P,140,20861,06.01.98,1,06.01.98,1,0
140,671,P,140,20862,06.01.98,1,06.01.98,1,0
140,671,P,140,21081,06.01.98,1,06.01.98,1,0
140,671,P,140,31680,06.01.98,1,06.01.98,1,0
140,671,P,140,31681,06.01.98,1,06.01.98,1,0
140,671,P,140,31685,06.01.98,1,06.01.98,1,0
140,671,P,140,31686,06.01.98,1,06.01.98,1,0
140,671,P,140,31687,06.01.98,1,06.01.98,1,0
140,671,P,140,31688,06.01.98,1,06.01.98,1,0
140,671,P,140,31689,06.01.98,1,06.01.98,1,0
140,671,P,140,31948,06.01.98,1,06.01.98,1,0
140,671,P,140,32371,06.01.98,1,06.01.98,1,0
140,671,P,140,32590,06.01.98,1,06.01.98,1,0
140,671,P,140,32792,06.01.98,1,06.01.98,1,0
140,671,P,140,32794,06.01.98,1,06.01.98,1,0
7002,758,P,7003,47397,20.06.06,120,20.06.06,120,0
175,253,P,175,39716,11.10.99,1,11.10.99,1,0
7002,756,P,7003,47356,23.06.06,120,23.06.06,120,0
7002,756,P,7003,47350,23.06.06,120,23.06.06,120,0
7002,756,P,7003,47347,23.06.06,120,23.06.06,120,0
7002,756,P,7003,47370,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47375,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47372,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47373,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47369,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47371,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47387,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47389,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47392,23.03.06,120,23.03.06,120,0
7002,756,P,7003,47412,20.06.06,120,20.06.06,120,0
7002,1188,P,7002,47354,23.03.06,120,23.03.06,120,0
7002,1188,P,7002,47353,23.03.06,120,23.03.06,120,0
7002,1188,P,7002,47349,23.03.06,120,23.03.06,120,0
7002,1188,P,7002,47352,23.03.06,120,23.03.06,120,0
7002,757,P,7003,47376,23.03.06,120,23.03.06,120,0
867,1081,P,867,42715,18.06.02,2,18.06.02,2,0
867,1081,P,867,43455,07.10.02,2,07.10.02,2,0
8404,908,P,8404,40446,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40447,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40449,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40451,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40453,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40456,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40458,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40459,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40460,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40461,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40462,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40463,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40464,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40465,24.10.00,2,24.10.00,2,0
242,1102,P,242,44095,22.04.03,2,22.04.03,2,0
8404,908,P,8404,40466,24.10.00,2,24.10.00,2,0
242,1102,P,242,44100,25.11.03,2,25.11.03,2,0
8404,908,P,8404,40467,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40469,24.10.00,2,24.10.00,2,0
8404,908,P,8404,40471,24.10.00,2,24.10.00,2,0
8404,908,P,8404,43005,19.10.01,2,19.10.01,2,0
8404,908,P,8404,43007,19.10.01,2,19.10.01,2,0
8404,908,S,8404,388,24.10.00,2,24.10.00,2,0
8404,908,S,8404,389,24.10.00,2,24.10.00,2,0
8404,908,S,8404,390,24.10.00,2,24.10.00,2,0
242,1102,P,242,44101,21.11.03,2,21.11.03,2,0
242,1102,P,242,44105,23.12.03,2,23.12.03,2,0
242,1102,P,242,44107,23.12.03,2,23.12.03,2,0
242,1102,P,242,44109,23.12.03,2,23.12.03,2,0
242,1102,P,242,44114,31.12.03,2,31.12.03,2,0
242,1102,P,242,44118,03.02.04,2,03.02.04,2,0
242,1102,P,242,44119,05.02.04,2,05.02.04,2,0
222,1103,P,222,44140,24.02.04,2,24.02.04,2,0
222,1103,P,222,44143,27.02.04,2,27.02.04,2,0
690,876,P,690,43834,20.11.02,2,20.11.02,2,0
690,876,P,690,44719,07.08.03,2,07.08.03,2,0
690,876,P,690,44720,26.11.03,2,26.11.03,2,0
690,876,P,690,44721,20.01.04,2,20.01.04,2,0
690,876,S,690,701,26.11.03,2,26.11.03,2,0
530,913,P,530,40625,11.05.00,2,11.05.00,2,0
530,913,P,530,40624,11.05.00,2,11.05.00,2,0
200,1,A,200,200,28.11.00,2,28.11.00,2,0
530,913,P,530,41835,03.04.01,2,03.04.01,2,0
275,262,P,275,33016,10.07.96,2,10.07.96,2,0
275,262,P,275,33017,10.07.96,2,10.07.96,2,0
275,262,P,275,33018,10.07.96,2,10.07.96,2,0
190,587,A,0,0,30.09.97,1,30.09.97,1,20111
190,587,A,101,101,30.09.97,1,30.09.97,1,20111
190,587,A,140,140,30.09.97,1,30.09.97,1,20111
