APPLICATION_ID, PROFILE_OPTION_ID, LEVEL_ID, LEVEL_VALUE, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN, PROFILE_OPTION_VALUE, LEVEL_VALUE_APPLICATION_ID, LEVEL_VALUE2
0,3449,10002,724,04.11.99,1,04.11.99,1,0,MSC:CONTENTS,,
0,3449,10002,800,11.11.99,1,11.11.99,1,43378,per:br_prod_HR,,
0,3449,10002,801,11.11.99,1,11.11.99,1,43378,per:br_prod_HR,,
0,3449,10002,802,11.11.99,1,11.11.99,1,43378,per:br_ff,,
0,3449,10002,803,11.11.99,1,11.11.99,1,43378,per:br_intro,,
0,3449,10002,804,11.11.99,1,11.11.99,1,43378,ssp:br_prod_sspsmp,,
0,3449,10002,805,11.11.99,1,11.11.99,1,43378,per:br_totcomp,,
0,3449,10002,808,11.11.99,1,11.11.99,1,43378,hxt:br_prod_otm_MASTER,,
0,3449,10002,810,11.11.99,1,11.11.99,1,43378,ota:br_prod_ota,,
0,3449,10002,7000,04.11.99,1,04.11.99,1,0,JA:CONTENTS,,
0,3449,10002,7002,04.11.99,1,04.11.99,1,0,JE:CONTENTS,,
0,3449,10002,7003,04.11.99,1,04.11.99,1,0,JG:CONTENTS,,
0,3449,10002,7004,04.11.99,1,04.11.99,1,0,JL:CONTENTS,,
0,3449,10003,21466,04.11.99,1,04.11.99,1,0,GL:CONTENTSMRC,275,
0,3449,10003,20741,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20742,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20743,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20744,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20745,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20746,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20747,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20748,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20749,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20750,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20751,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20755,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20864,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20900,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20914,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20933,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20937,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20938,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,21157,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,21158,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,21677,04.11.99,1,04.11.99,1,0,JA:CONTENTS,7000,
0,3449,10003,20712,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20713,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20714,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20715,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20716,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20717,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20718,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20719,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20720,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20721,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20722,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20725,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20915,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21057,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21058,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21059,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21061,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21547,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
191,7333,10001,0,05.02.03,2,05.02.03,2,0,10000,,
0,3449,10003,21548,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21549,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21550,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21551,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21552,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21553,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21554,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21555,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21556,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21557,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21558,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21559,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21560,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21561,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21562,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21563,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21564,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21565,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21566,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21567,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21568,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21569,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21570,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21571,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21572,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21573,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21574,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21575,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21576,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21577,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21618,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21619,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21620,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21621,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,21662,04.11.99,1,04.11.99,1,0,JE:CONTENTS,7002,
0,3449,10003,20785,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,20905,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,20906,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,20907,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,20908,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,20916,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21097,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21098,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21512,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21595,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21596,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21597,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21599,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21601,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21602,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21603,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21604,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21605,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21606,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3449,10003,21607,04.11.99,1,04.11.99,1,0,JL:CONTENTS,7004,
0,3516,10001,0,08.06.99,1,08.06.99,1,32847,/usr/tmp,,
0,3522,10001,0,10.06.99,1,10.06.99,1,0,N,,
0,3758,10001,0,04.05.00,120,27.09.99,1,0,N,,
0,3797,10001,0,04.05.00,120,09.12.99,1,0,Y,,
101,1198,10001,0,16.05.05,120,12.01.98,1,0,N,,
101,1199,10001,0,28.01.19,2257,12.01.98,1,15596911,N,,
101,1200,10001,0,16.05.05,120,12.01.98,1,0,N,,
101,1967,10001,0,15.05.00,-1,12.01.98,1,-1,N,,
101,2028,10001,0,15.05.00,-1,12.01.98,1,-1,N,,
101,2140,10001,0,16.05.05,120,17.09.99,1,0,Y,,
101,2145,10001,0,16.05.05,120,12.01.98,1,0,N,,
101,2178,10001,0,16.05.05,120,21.08.97,1,0,N,,
101,2517,10001,0,21.01.20,6869,21.08.97,1,24762814,CHAIN,,
101,2686,10001,0,11.05.19,2257,29.09.97,1,18239453,YTD,,
101,2887,10001,0,16.05.05,120,17.11.97,1,0,N,,
101,3070,10001,0,16.05.05,120,02.07.98,1,0,N,,
101,3087,10001,0,16.05.05,120,16.09.98,1,0,3,,
101,3088,10001,0,16.05.05,120,11.09.98,1,0,5000,,
101,3089,10001,0,16.05.05,120,11.09.98,1,0,5000,,
101,3131,10001,0,16.05.05,120,17.12.98,1,0,N,,
101,3500,10001,0,16.05.05,120,21.05.99,1,0,Y,,
170,1843,10001,0,27.03.08,121,24.11.99,1,0,MSTK,,
170,1845,10001,0,27.03.08,121,24.11.99,1,0,MSTK,,
170,2397,10002,170,27.03.08,121,26.11.97,1,0,4,,
170,2641,10002,170,27.03.08,121,26.11.97,1,0,4,,
175,3161,10001,0,20.02.06,120,14.01.99,1,0,0,,
175,3162,10001,0,20.02.06,120,14.01.99,1,0,0,,
175,3163,10001,0,20.02.06,120,14.01.99,1,0,0,,
175,3164,10001,0,20.02.06,120,14.01.99,1,0,0,,
175,3165,10001,0,20.02.06,120,14.01.99,1,0,0,,
175,3167,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3168,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3169,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3170,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3171,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3172,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3173,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3174,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3176,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3177,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3178,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3179,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3180,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3181,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3182,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3183,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3184,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3185,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3186,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3187,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3188,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3189,10001,0,20.02.06,120,14.01.99,1,0,N,,
175,3190,10001,0,20.02.06,120,14.01.99,1,0,400,,
175,3191,10001,0,20.02.06,120,14.01.99,1,0,400,,
175,3192,10001,0,20.02.06,120,14.01.99,1,0,Y,,
175,3491,10001,0,20.02.06,120,17.05.99,1,0,Y,,
175,3492,10001,0,20.02.06,120,19.05.99,1,0,Y,,
175,3493,10001,0,20.02.06,120,19.05.99,1,0,Y,,
175,3494,10001,0,20.02.06,120,19.05.99,1,0,Y,,
0,7266,10002,250,10.01.03,2,09.12.02,2,0,Y,,
175,3495,10001,0,20.02.06,120,19.05.99,1,0,0,,
175,3775,10001,0,11.10.99,1,11.10.99,1,0,Y,,
175,3776,10001,0,20.02.06,120,11.10.99,1,0,Y,,
175,3777,10001,0,20.02.06,120,11.10.99,1,0,Y,,
175,3778,10001,0,20.02.06,120,11.10.99,1,0,Y,,
178,2324,10001,0,05.10.04,2,16.11.99,1,0,AMERICAN,,
178,2325,10001,0,05.10.04,2,16.11.99,1,0,DD-MON-RRRR,,
178,2326,10001,0,13.05.03,2,08.11.99,1,0,4,,
178,2327,10001,0,13.05.03,2,08.11.99,1,0,1000,,
178,2516,10001,0,23.10.00,2,08.11.99,1,0,N,,
178,2643,10001,0,23.10.00,2,08.11.99,1,0,NO,,
178,2644,10001,0,23.10.00,2,08.11.99,1,0,Y,,
178,2645,10001,0,12.11.01,2,08.11.99,1,0,2,,
178,3531,10001,0,16.11.99,1,16.11.99,1,43549,AMERICAN,,
178,3798,10001,0,05.10.04,2,16.11.99,1,0,AMERICA,,
190,3061,10001,0,19.07.06,120,03.04.98,1,0,1,,
190,3228,10001,0,19.07.06,120,17.02.99,1,0,IMP,,
190,3236,10001,0,19.07.06,120,22.02.99,1,0,11.0.28,,
191,3143,10001,0,04.05.00,2,01.01.80,1,0,27,,
191,3144,10001,0,01.01.80,1,01.01.80,1,0,2,,
191,3145,10001,0,01.01.80,1,01.01.80,1,0,30000000,,
191,3146,10001,0,02.02.01,1,01.01.80,1,0,285,,
191,3147,10001,0,02.02.01,1,01.01.80,1,0,500,,
200,2374,10001,0,04.05.00,120,11.08.97,1,0,N,,
200,2375,10001,0,04.05.00,120,11.08.97,1,0,Y,,
200,2376,10001,0,04.05.00,120,11.08.97,1,0,N,,
200,2377,10001,0,04.05.00,2,11.08.97,1,0,N,,
200,2378,10001,0,04.05.00,120,11.08.97,1,0,N,,
200,2380,10001,0,04.05.00,2,11.08.97,1,0,Y,,
200,2539,10001,0,04.05.00,120,25.08.97,1,0,N,,
200,3091,10001,0,04.05.00,120,24.09.98,1,0,Y,,
200,3092,10001,0,04.05.00,120,24.09.98,1,0,Y,,
201,2493,10001,0,16.09.15,1150,14.08.97,1,804215,Y,,
201,2646,10001,0,04.05.00,2,09.09.97,1,0,N,,
201,3031,10001,0,04.05.00,2,05.02.98,1,0,N,,
201,3128,10001,0,04.05.00,2,21.04.99,1,0,0,,
201,3129,10001,0,04.05.00,2,21.04.99,1,0,ERS,,
201,3825,10001,0,04.05.00,2,29.11.99,1,0,N,,
222,2003,10001,0,04.05.00,120,31.07.99,1,0,N,,
222,2039,10003,20678,04.09.97,1,04.09.97,1,0,DEFAULT,222,
222,3652,10001,0,13.05.15,1110,03.08.99,1,54891,N,,
222,3652,10002,222,13.05.15,1110,03.08.99,1,54891,N,,
222,3652,10003,20678,05.01.06,120,03.08.99,1,0,F,222,
222,3652,10003,21404,05.01.06,120,03.08.99,1,0,F,222,
240,3094,10001,0,28.04.99,1,28.04.99,1,30822,N,,
240,3095,10001,0,28.04.99,1,28.04.99,1,30822,N,,
240,3096,10001,0,28.06.99,1,28.06.99,1,33773,N,,
240,3530,10001,0,28.06.99,1,28.06.99,1,33773,N,,
250,1784,10003,20561,04.05.00,120,28.06.96,1,0,2,250,
250,1786,10003,20561,04.05.00,120,28.06.96,1,0,2,250,
250,2134,10001,0,04.05.00,120,03.09.97,1,0,2,,
250,2433,10001,0,04.05.00,120,23.09.97,1,0,0,,
250,3058,10001,0,04.05.00,120,02.04.98,1,0,1,,
250,3687,10001,0,04.05.00,120,19.08.99,1,0,1,,
250,3688,10001,0,04.05.00,120,19.08.99,1,0,1,,
250,3689,10001,0,04.05.00,120,19.08.99,1,0,1,,
275,5,10003,20432,06.11.00,120,01.08.96,1,0,Y,275,
275,5,10003,20433,06.11.00,120,28.06.96,1,0,Y,275,
275,27,10001,0,29.09.99,1,29.09.99,1,39422,N,,
275,1527,10001,0,04.05.00,120,31.12.98,1,0,N,,
275,3066,10001,0,04.05.00,120,23.04.98,1,0,N,,
275,3140,10002,275,03.05.06,120,07.01.99,1,0,N,,
275,3140,10003,20432,03.05.06,120,07.01.99,1,0,N,275,
275,3154,10002,275,04.05.00,120,12.01.99,1,0,500,,
275,3749,10001,0,15.09.99,1,15.09.99,1,38567,AC,,
275,3750,10001,0,15.09.99,1,15.09.99,1,38567,FC,,
275,3751,10001,0,15.09.99,1,15.09.99,1,38567,AR,,
275,3752,10001,0,15.09.99,1,15.09.99,1,38567,FR,,
275,3753,10001,0,15.09.99,1,15.09.99,1,38567,PROJECT MANAGER,,
279,30,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,31,10001,0,04.05.00,2,28.08.97,1,0,15,,
279,32,10001,0,04.05.00,2,28.08.97,1,0,1,,
279,33,10001,0,04.05.00,2,28.08.97,1,0,4,,
279,34,10001,0,04.05.00,2,28.08.97,1,0,10,,
279,35,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,41,10001,0,04.05.00,2,28.08.97,1,0,100,,
279,48,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,54,10001,0,04.05.00,2,29.08.97,1,0,USD,,
279,59,10001,0,04.05.00,2,29.08.97,1,0,US,,
279,60,10001,0,04.05.00,2,28.08.97,1,0,US,,
279,63,10001,0,04.05.00,2,28.08.97,1,0,T,,
279,65,10001,0,04.05.00,2,28.08.97,1,0,MARKET,,
279,1574,10001,0,04.05.00,2,28.08.97,1,0,10,,
279,1594,10001,0,04.05.00,2,28.08.97,1,0,N,,
279,1642,10001,0,04.05.00,2,28.08.97,1,0,10,,
279,1670,10001,0,11.10.00,1,28.08.97,1,0,1,,
279,1708,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,1731,10001,0,04.05.00,2,28.08.97,1,0,GEN,,
279,1732,10001,0,04.05.00,2,28.08.97,1,0,GEN,,
279,1736,10001,0,04.05.00,2,28.08.97,1,0,AM/PM,,
279,1789,10001,0,04.05.00,2,28.08.97,1,0,add,,
279,1813,10001,0,04.05.00,2,28.08.97,1,0,FMMonth DD, YYYY,,
279,1814,10001,0,11.10.00,1,28.08.97,1,0,Y,,
279,1817,10001,0,04.05.00,2,28.08.97,1,0,WARNING,,
279,1818,10001,0,11.10.00,1,28.08.97,1,0,FREE_TEXT,,
279,1819,10001,0,04.05.00,2,28.08.97,1,0,FREE_TEXT,,
279,1832,10001,0,01.08.00,2,28.08.97,1,0,100,,
279,1833,10001,0,04.05.00,2,28.08.97,1,0,1,,
279,1953,10001,0,04.05.00,2,28.08.97,1,0,TODO,,
279,1954,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,1982,10001,0,04.05.00,2,28.08.97,1,0,N,,
279,2030,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,2089,10001,0,04.05.00,2,28.08.97,1,0,5000,,
279,2090,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,2091,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,2111,10001,0,30.08.01,1,28.08.97,1,0,30,,
279,2112,10002,178,04.05.00,2,08.06.98,1,0,9,,
279,2112,10002,279,04.05.00,2,13.05.98,1,0,4,,
279,2114,10001,0,04.05.00,2,28.08.97,1,0,15,,
279,2115,10001,0,04.05.00,2,28.08.97,1,0,NONE,,
279,2116,10001,0,04.05.00,2,28.08.97,1,0,N,,
279,2117,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,2118,10001,0,04.05.00,2,28.08.97,1,0,Y,,
279,2120,10001,0,04.05.00,2,28.08.97,1,0,WARN,,
279,2144,10001,0,04.05.00,2,28.08.97,1,0,N,,
279,2146,10001,0,04.05.00,2,28.08.97,1,0,-08.00,,
279,2455,10001,0,04.05.00,2,28.08.97,1,0,N,,
279,2459,10001,0,11.10.00,1,28.08.97,1,0,N,,
279,3079,10001,0,04.05.00,2,27.07.98,1,0,Y,,
283,2767,10001,0,12.01.00,2,03.11.97,1,0,R,,
283,2767,10003,20455,12.01.00,2,13.11.97,1,0,S,283,
283,2767,10003,20565,12.01.00,2,13.11.97,1,0,A,283,
283,2767,10003,21702,12.01.00,2,14.12.99,1,0,M,283,
283,2767,10003,21703,12.01.00,2,14.12.99,1,0,S,283,
283,3065,10001,0,04.05.00,2,20.04.98,1,0,N,,
724,7750,10001,0,28.06.02,2,28.06.02,2,0,Y,,
724,7753,10001,0,17.12.02,2,17.12.02,2,0,1,,
724,7754,10001,0,07.11.01,2,07.11.01,2,0,N,,
724,7758,10001,0,06.11.02,2,06.11.02,2,0,10,,
283,3085,10001,0,04.05.00,2,01.01.80,1,0,N,,
283,3193,10001,0,04.05.00,2,01.01.80,1,0,Y,,
283,3196,10001,0,04.05.00,2,01.01.80,1,0,Y,,
283,3197,10001,0,04.05.00,2,01.01.80,1,0,180,,
283,3834,10001,0,04.05.00,2,07.12.99,1,0,Y,,
300,39,10001,0,30.06.99,1,30.06.99,1,0,Y,,
300,39,10002,300,30.06.99,1,30.06.99,1,0,Y,,
300,72,10002,300,30.06.99,1,30.06.99,1,0,Weight,,
300,81,10002,300,30.06.99,1,30.06.99,1,0,DESCRIPTION,,
300,1141,10002,300,30.06.99,1,30.06.99,1,0,15,,
300,1142,10001,0,24.11.99,1,24.11.99,1,43803,MSTK,,
300,1149,10001,0,30.06.99,1,30.06.99,1,0,ORDER ENTRY,,
300,1150,10001,0,30.06.99,1,30.06.99,1,0,N,,
300,1150,10002,300,30.06.99,1,30.06.99,1,0,N,,
300,1151,10001,0,06.08.99,1,06.08.99,1,36057,N,,
300,1151,10004,1,06.08.99,1,06.08.99,1,36057,N,,
300,1154,10001,0,30.06.99,1,30.06.99,1,0,WARNING,,
300,1154,10002,300,30.06.99,1,30.06.99,1,0,WARNING,,
