PROFILE_OPTION_NAME, LANGUAGE, USER_PROFILE_OPTION_NAME, CREATED_BY, CREATION_DATE, LAST_UPDATED_BY, LAST_UPDATE_DATE, LAST_UPDATE_LOGIN, DESCRIPTION, SOURCE_LANG
AR_AUTOMATIC_REMITTANCE_CREATION_ACTION,US,AR: Automatic Remittance Creation Authority,1,12.06.97,120,21.01.05,0,Automatic remittance creation authority,US
AR_AUTO_ARXCER_FLAG,US,AR: Close Periods - Run Collections Effectiveness Report,1,12.06.97,120,21.01.05,0,Defines if the Collections Effectiveness Report will be automatically invoked when a period is closed,US
AR_BATCH_SOURCE,US,AR: Receipt Batch Source,1,12.06.97,120,03.01.06,0,Batch control source,US
AR_CALCULATE_TAX_ON_CM,US,Tax: Calculate tax on credit memos,1,12.06.97,120,21.01.05,0,Determines if tax has to be calculated for Credit Memos,US
AR_CHANGE_CUST_NAME,US,HZ: Change Party Name,1,12.06.97,120,21.01.05,0,Gives users the ability to change the names of customers,US
AR_CHANGE_CUST_ON_TRX,US,AR: Change Customer on Transaction,1,12.06.97,120,21.01.05,0,Gives users the ability to update the names of customers on transactions,US
AR_CMERGE_SET_SIZE,US,AR: Customer Merge Commit Size,1,12.06.97,120,21.01.05,0,Number of customers in a customer merge commit unit,US
AR_CROSS_CURRENCY_RATE_TYPE,US,AR: Cross Currency Rate Type,1,06.11.98,120,21.01.05,0,Allow the derivation of the trans to receipt rate from GL for cross currency applications if required.,US
AR_CUSTOMER_TEXT_LAST_SUCCESSFUL_RUN,US,AR:Customer Text Last Successful Run,1,16.04.99,120,21.01.05,0,Stores the last successful run date of customer text data creation and indexing process,US
AR_DEFAULT_AMOUNT_APPLIED,US,AR: Cash - Default Amount Applied,1,12.06.97,120,21.01.05,0,Default amount applied in cash forms,US
AR_DEFAULT_EXCHANGE_RATE_TYPE,US,AR: Default Exchange Rate Type,1,10.06.98,120,21.01.05,0,Default exchange rate type for Exchange Rate,US
AR_DOC_SEQ_GEN_LEVEL,US,AR: Document Number Generation Level,1,16.09.98,120,21.01.05,0,Determines the event to generate Document Number,US
AR_ENABLE_CREDIT_CARD_PREPROC,US,AR: Enable Credit Card Preprocessor,1,14.07.98,120,21.01.05,0,Obsolete:  Enables Autoinvoice to invoke the Credit Card Preprocessor package.,US
AR_ENABLE_CROSS_CURRENCY,US,AR: Enable Cross Currency,1,28.08.97,120,21.01.05,0,Enable the creation of cross currency receipt applications.,US
AR_ENABLE_DEBUG_OUTPUT,US,AR: Enable Debug Message Output,1,09.11.99,120,21.01.05,0,Enables or disables printing of debug messages,US
AR_ENABLE_SQL_TRACE,US,AR: Enable SQL trace,1,15.08.99,120,21.01.05,0,Enables or disables sql trace output,US
AR_GLPOST_BALANCE_CHECK_FLAG,US,AR: GL Transfer Balance Test,1,12.06.97,120,21.01.05,0,GL Transfer program will check debit and credit balances are equal,US
AR_INCL_RECEIPTS_AT_RISK,US,AR: Include Receipts At Risk In Customer Balance,1,21.01.99,120,21.01.05,0,Determines whether Receivables will include receipts at risk when calculating a customer's account balance,US
AR_ITEM_FLEXFIELD_MODE,US,AR: Item Flexfield Mode,1,12.06.97,120,21.01.05,0,Item Flexfield Mode,US
AR_JG_CREATE_BANK_CHARGES,US,AR: Create Bank Charges,1,26.11.97,120,21.01.05,0,Allow Bank Charges at Receipt Creation Time,US
AR_MASK_BANK_ACCOUNT_NUMBERS,US,AR: Mask Bank Account Numbers,1,30.07.99,120,05.01.06,0,Used to determine how, if at all, the bank account numbers should be masked.,US
AR_OVERRIDE_ADJUSTMENT_ACTIVITY_ACCOUNT,US,AR: Override Adjustment Activity Account Option,1,12.06.97,120,21.01.05,0,Allow override of default adjustment activity account,US
AR_PA_CODE,US,AR: Transaction Flexfield QuickPick Attribute,1,12.06.97,120,21.01.05,0,The invoice-level transaction flex attribute that appears in invoice QuickPicks throughout AR,US
AR_POWERCASH_ALLOW_ACTIONS,US,AR: Cash - Allow Actions,1,12.06.97,120,21.01.05,0,Allow actions in Enter Receipts form,US
AR_RA_BATCH_SOURCE,US,AR: Transaction Batch Source,1,12.06.97,121,12.11.08,0,Batch or transaction control source,US
AR_SHOW_BILLING_NUMBER,US,AR: Show Billing Number,1,12.06.97,120,21.01.05,0,Show Billing Number in Forms and Reports,US
AR_TAX_USE_PLSQL_VENDOR,US,Tax: Use Tax PL/SQL Vendor,1,14.11.98,120,19.08.05,0,Choice of Tax Vendors,US
AR_TAX_USE_VENDOR,US,Tax: Use Tax Vendor,1,12.06.97,120,19.08.05,0,Determines if the installed tax vendor is to be used,US
AR_UPDATE_DUE_DATE,US,AR: Update Due Date,1,12.06.97,120,21.01.05,0,Allow update of Invoice Due Date,US
AR_USE_INV_ACCT_FOR_CM_FLAG,US,AR: Use Invoice Accounting For Credit Memos,1,12.06.97,120,21.01.05,0,Credit memo accounting is derived from invoice accounting,US
AR_ZENGIN_CHAR_SET,US,AR: Zengin Character Set,1,12.06.97,120,21.01.05,0,Character set for Zengin lockbox import file,US
ASO_OF_RETENTION_TIME,US,ASO : Order Feedback Queue Retention Time,1,03.12.99,120,21.01.05,0,Amount of time that messages will be retained for in the Order Feedback Queue,US
AS_ACCESS_PRIVILEGE,US,OS: Access Privilege,1,12.06.97,120,21.01.05,0,Employee Access Privilege,US
AS_ACCOUNT_PHONE_TYPE,US,OS: Account Phone Type,1,12.06.97,120,21.01.05,0,Default Phone Type for Account Phone,US
AS_ADDRESS_KEY_INDEX,US,OS: Address Key Index,1,12.06.97,120,21.01.05,0,The address line (1 or 2) to use as the source of the address key,US
AS_ADDRESS_KEY_LENGTH,US,OS: Address Key Length,1,12.06.97,120,21.01.05,0,Number of characters from the address line to include in address key,US
AS_ADDRESS_LABEL1,US,OS: Address Label 1,1,12.06.97,120,21.01.05,0,Label for the first address line in Find Account and Account forms,US
AS_ADDRESS_LABEL2,US,OS: Address Label 2,1,12.06.97,120,21.01.05,0,Label for the second address line in Find Account and Account forms,US
AS_ADDRESS_LABEL3,US,OS: Address Label 3,1,12.06.97,120,21.01.05,0,Label for the third address line in Find Account and Account forms,US
AS_ADDRESS_LABEL4,US,OS: Address Label 4,1,12.06.97,120,21.01.05,0,Label for the fourth address line in Find Account and Account forms,US
AS_AMOUNT_SCALING,US,OS: Amount Scaling,1,12.06.97,120,21.01.05,0,,US
AS_CHANGE_CUSTOMER_INFORMATION,US,OS: Change Customer Relationship,1,12.06.97,120,21.01.05,0,Determines whether user can change the customer relationship from prospect to customer,US
AS_COLLATERAL_CATEGORY,US,OS: Collateral Category,1,12.06.97,120,21.01.05,0,Default category used when querying collateral items,US
AS_COLLATERAL_FULFILLMENT_METHOD,US,OS: Collateral Fulfillment Method,1,12.06.97,120,21.01.05,0,Method by which collateral requests are fulfilled,US
AS_COLLATERAL_LETTER,US,OS: Collateral Letter,1,12.08.97,120,21.01.05,0,Default letter used in collateral requests,US
AS_COLLATERAL_MAX_NUMBER,US,OS: Max Number of Collateral Items,1,12.06.97,120,21.01.05,0,Maximum number of collateral items a user can send,US
AS_COLLATERAL_NUMBER_TO_PROCESS,US,OS: Collateral Orders to Process,1,12.06.97,120,21.01.05,0,Maximum number of collateral orders that are processed by concurrent program ASXCLIOE before committing,US
AS_COLLATERAL_ORGANIZATION_ID,US,OS: Collateral Organization,1,12.06.97,120,21.01.05,0,The organization that OSM uses to validate collateral inventory items,US
AS_CONTACT_PHONE_TYPE,US,OS: Contact Phone Type,1,12.06.97,120,21.01.05,0,Default Phone Type for Contact Phone,US
AS_COUNTRY,US,OS: Country For Promotions,1,29.08.97,120,21.01.05,0,Default Country Used for Promotions.,US
AS_CURRENCY_CODE,US,OS: Currency Code,1,29.08.97,120,21.01.05,0,Default Currency Code,US
AS_CURRENT_FORECAST_FREEZE_PERIOD,US,OS: Forecast Current Freeze Period,1,12.08.97,120,21.01.05,0,Rolling Forecast current Freeze Period Label,US
AS_CURRENV_ADMINISTRATOR,US,OS: Current Environment Administrator,1,12.06.97,120,21.01.05,0,Determines whether the user has access to update the folder under the "Current Environment " tab.,US
AS_CURRENV_DISP_AMOUNT,US,OS: Display Total Amount, Environment Tab,1,12.06.97,120,21.01.05,0,Determines whether or not a total field for the "Amount" column in the "Environment" tab should be displayed.,US
AS_CURRENV_DISP_NUM1,US,OS: Display Total User_Def_Num1, Environment Tab,1,12.06.97,120,21.01.05,0,Determines whether or not a total field for the "User_Def_Num1" column should be displayed.,US
AS_CURRENV_REEVAL_INTVL,US,OS: Re-evaluation Lookahead Interval,1,12.06.97,120,21.01.05,0,Determines the number of days in advance the Reevaluation ToDo is generated for a Current Environment Record.,US
AS_CURR_CONVERSION_DATE,US,OS: Forecast Currency Conversion Date,1,30.10.97,120,21.01.05,0,Currency conversion date for forecast module,US
AS_CURR_CONVERSION_TYPE,US,OS: Forecast Currency Conversion Type,1,30.10.97,120,21.01.05,0,Currency conversion type for the forecast module,US
AS_CUSTOMER_KEY_WORD_COUNT,US,OS: Customer Key Word Count,1,12.06.97,120,21.01.05,0,The number of words to include in the customer key,US
AS_DEBUG,US,OS: Debug,1,12.06.97,120,21.01.05,0,Determines whether debugging messages should be printed during concurrent program execution,US
AS_ENABLE_CUSTOMER_NAVIGATION,US,OS: Enable Customer Form Navigation,1,04.06.99,120,21.01.05,0,Allows navigation to the Enter Customer form from the Find Account form,US
AS_FORECAST_CALENDAR,US,OS: Forecast Calendar,1,12.06.97,120,21.01.05,0,The name of the calendar you are using to manage your forecasts,US
AS_FORECAST_FORECAST_CONFIDENCE,US,OS: Forecast Confidence,1,12.08.97,120,21.01.05,0,Forecast status confidence for MRP integration,US
AS_FORECAST_FREEZING_ENABLED,US,OS: Forecast Freezing Enabled,1,12.08.97,120,21.01.05,0,Forecast Freezing for Rolling Forecast Enabled or not,US
AS_FORECAST_PRICE_LIST,US,OS: Forecast Price List,1,16.09.97,120,21.01.05,0,Price List for Sales Forecast and Opportunity,US
AS_FORECAST_UPSIDE_CONFIDENCE,US,OS: Forecast Upside Confidence,1,12.08.97,120,21.01.05,0,Forecast status confidence for MRP integration,US
AS_FREIGHT_CARRIER,US,OS: Freight Carrier,1,12.06.97,120,21.01.05,0,Default Freight Carrier for Collateral Fulfillment,US
AS_FREIGHT_CARRIER_SOURCE,US,OS: Freight Carrier Source,1,12.06.97,120,21.01.05,0,Source of freight carriers for fulfillment requests,US
AS_INITIAL_WORKSHEET_REGION,US,OS: Initial Workbench Region,1,12.06.97,120,21.01.05,0,Initial tab region to be shown on startup,US
AS_LANGUAGE,US,OS: Language,1,12.06.97,120,21.01.05,0,Default language,US
AS_LETTER_CODE_SYSTEM_FLAG,US,OS: Letter Code System Flag,1,12.06.97,120,21.01.05,0,Flag for system generation of letter codes,US
AS_LETTER_DATE_FORMAT,US,OS: Letter Date Format,1,12.06.97,120,21.01.05,0,Default Date Format used in Letters,US
AS_MAKE_JOB_TITLE_CODE_REQUIRED,US,OS: Make Job Title Code Required,1,12.06.97,120,21.01.05,0,Determines whether Job Title code field is mandatory.,US
AS_MANAGING_EMPLOYEE_HAS_ACCESS_FLAG,US,OS: Managing Employee Has Access,1,12.06.97,120,21.01.05,0,,US
AS_OE_COLLATERAL_ORDER_SOURCE,US,OS: Order Entry Collateral Order Source,1,12.06.97,120,21.01.05,0,Order Source to identify orders created by OSM for collateral fulfillment,US
AS_OE_COLLATERAL_ORDER_TYPE,US,OS: Order Entry Collateral Order Type,1,12.08.97,120,21.01.05,0,Order type for orders created by OSM for collateral fulfillment,US
AS_OPPTY_COMPETITOR_ENTRY,US,OS: Opportunity Competitor Entry,1,12.06.97,120,21.01.05,0,Determines whether a new competitor is gotten from an LOV or entered as free text,US
AS_OPPTY_DEL_CEILING,US,OS: Opportunity Delete Ceiling,1,12.08.97,120,21.01.05,0,Level above which a probability can no longer be deleted,US
AS_OPPTY_GENERATE_NOTES,US,OS: Generate Opportunity System Notes,1,12.06.97,120,21.01.05,0,Determines whether or not notes are generated when parts of the opportunity change,US
AS_OPPTY_ISSUE_ENTRY,US,OS: Opportunity Issue Entry,1,12.06.97,120,21.01.05,0,Determines whether a new issue is gotten from an LOV or entered as free text,US
AS_OPPTY_NOOPP_CEILING,US,OS: No Opportunity Ceiling,1,12.08.97,120,21.01.05,0,Level above which the opportunity status cannot be changed,US
AS_OPPTY_PROB_SS_LINK,US,OS: Opportunity Probability Link,1,12.06.97,120,21.01.05,0,Determines whether a warning or an error is given if the win probability amount does not fall within the sales stages probabilities,US
AS_OPPTY_STATUS_OVERRIDE,US,OS: Opportunity Status Override,1,12.06.97,120,21.01.05,0,Determines whether or not the opportunity status can be changed,US
AS_POSTAL_CODE_KEY_LENGTH,US,OS: Postal Code Key Length,1,12.06.97,120,21.01.05,0,The number of characters from the postal code to include in the address key,US
AS_PRICE_VOLUME_TOLERANCE_MARGIN,US,OS: Forecast Price Volume Margin,1,12.08.97,120,21.01.05,0,Revenue Volume correspondence tolerance margin,US
AS_PRODUCT_ORGANIZATION_ID,US,OS: Product Organization,1,12.06.97,120,21.01.05,0,The organization that OSM uses to validate product inventory items,US
AS_PROSPECT_TO_CUSTOMER_FLAG,US,OS: Turn Prospect into Customer at Order Time,1,12.06.97,120,21.01.05,0,Flag to indicate if Oracle Sales and Marketing can automatically turn a prospect into a customer at order time,US
AS_QUOTE_AUTO_NUMBERING,US,OS: Quote Automatic Numbering,1,12.06.97,120,21.01.05,0,Flag determining whether Quote number are system generated or not,US
AS_QUOTE_CONVERSION_TYPE,US,OS: Quote Conversion Type,1,27.07.98,120,21.01.05,0,Conversion type for getting daily conversion rate,US
AS_QUOTE_DISCOUNT_PRIVILEGE,US,OS: Quote Discount Privilege,1,12.06.97,120,21.01.05,0,Discounting Privilege for manual discount in OSM Quotes,US
AS_QUOTE_GSA_CHECK,US,OS: Quote GSA Check,1,12.06.97,120,21.01.05,0,Flag to determine checking for GSA violation when pricing for quote items,US
AS_QUOTE_LETTER_ID,US,OS: Quote Letter,1,12.06.97,120,21.01.05,0,Quote letter identifier for cover letter when printing quotes,US
AS_QUOTE_LIMIT_PRICE_LIST,US,OS: Quote Limit Price List,1,27.07.98,120,21.01.05,0,Flag that determines whether a limited set of price lists should be used,US
AS_QUOTE_OE_ENTER_STATE,US,OS: Quote Order Entered State,1,12.06.97,120,21.01.05,0,The entered state of orders when converted from quotes,US
AS_QUOTE_ORDER_SOURCE_ID,US,OS: Quote Order Source,1,13.05.98,120,21.01.05,0,Order source for orders that is converted from OSM Quotes,US
AS_QUOTE_ORDER_TYPE_ID,US,OS: Quote Order Type,1,04.05.98,120,21.01.05,0,System default order type that OSM quote uses,US
AS_QUOTE_ORGANIZATION_ID,US,OS: Quote Organization,1,12.06.97,120,21.01.05,0,Quote Organization,US
AS_QUOTE_USE_ORDER_ENTRY,US,OS: Quote Use Order Entry,1,12.06.97,120,21.01.05,0,Flag indicating whether Oracle Order Entry is used for order fulfillment for Quotes,US
AS_QUOTE_USE_RECEIVABLES_TAX,US,OS: Quote Use Receivables Tax,1,12.06.97,120,21.01.05,0,Flag indicating whether AR Tax engine is used for Quotes,US
AS_ROLLING_CALENDAR_PERIODS,US,OS: Forecast Rolling Calendar Periods,1,12.08.97,120,21.01.05,0,Number of periods in forecast rolling calendars,US
AS_SALES_MAX_CLIENT_NUM,US,OS: Maximum Client Number,1,12.06.97,120,21.01.05,0,The largest allowable client number,US
AS_SITE_USE,US,OS: Site Use,1,12.06.97,120,21.01.05,0,Default Site Use,US
AS_TERR_MIN_NUM_PARALLEL_PROC,US,OS: Territory Minimum Number of Records for Parallel Processing,1,12.06.97,120,21.01.05,0,Minimum Number of Records for Parallel Processing,US
AS_TERR_NUMBER_TO_PROCESS,US,OS: Territory Records to Process,1,12.06.97,120,21.01.05,0,Maximum number of records to process by the territory assignment program before committing work,US
AS_TERR_NUM_CHILD_PROCESSES,US,OS: Territory Number of Child Processes,1,12.06.97,120,21.01.05,0,Number of Child Processes,US
AS_TIME_FORMAT,US,OS: Time Format,1,12.06.97,120,21.01.05,0,Default Time Format,US
AS_TIME_ZONE,US,OS: Time Zone,1,12.06.97,120,21.01.05,0,,US
AS_UPDATE_NON_MARKET_ADDR,US,OS: Allow update of non-marketing account address,1,12.06.97,120,21.01.05,0,Decides whether user can update non-marketing address of a customer.,US
AS_USE_CUSTOMER_KEYS_FLAG,US,OS: Use Customer Keys,1,12.06.97,120,21.01.05,0,Flag to indicate whether site uses customer, address, and contact keys,US
AS_USE_INVENTORY,US,OS: Use Inventory Items,1,12.06.97,120,21.01.05,0,Flag for using Oracle Inventory items in OSM,US
AS_VOLUME_FORECASTING_ENABLED,US,OS: Volume Forecasting Enabled,1,12.08.97,120,21.01.05,0,Volume Forecasting enabled or not,US
AS_WORD_PROCESSOR,US,OS: Word Processor,1,12.06.97,120,21.01.05,0,,US
ATCHMT_SET_INDICATOR,US,Indicate Attachments,1,12.06.97,120,21.01.05,0,Indicate whether attachments exist,US
ATTACHMENT_FILE_DIRECTORY,US,Attachment File Directory,1,20.05.98,120,21.01.05,0,Directory in which to store file type attachment data,US
AUDITTRAIL:ACTIVATE,US,AuditTrail:Activate,1,12.06.97,120,21.01.05,0,Activate AuditTrail,US
AX_APPLICATION_ID,US,AX: Application Id,1,27.01.99,2,02.07.02,0,AX Application Id,US
AX_APPLICATION_NAME,US,AX: Application Name,1,27.01.99,2,04.05.00,0,AX Application Name,US
AX_AUTOMATIC_LOAD,US,AX: Automatic Load,1,29.03.99,2,04.05.00,0,Automatic mode for rules loading,US
AX_DEBUG_FILE_FLUSH_OPTION,US,AX: Debug File Flush Option,1,20.10.99,2,04.05.00,0,Debug File Option,US
AX_DEBUG_FILE_MODE,US,AX: Debug File Mode,1,22.04.99,2,04.05.00,0,Debug File Mode,US
AX_DEBUG_LEVEL,US,AX: Debug Level,1,27.01.99,2,04.05.00,0,Debugging level in log files,US
AX_DEBUG_LOG_MODE,US,AX: Debug Log Mode,1,22.04.99,2,04.05.00,0,Debug Log Mode,US
AX_DEBUG_MODE,US,AX: Debug Mode,1,29.03.99,2,04.05.00,0,Debug Mode for AX,US
AX_DEBUG_TIMEOUT,US,AX: Debug Timeout,1,22.04.99,2,04.05.00,0,Timeout,US
AX_LSE_SUBMIT,US,AX: Legal Sequencing Mode,1,20.10.99,2,04.05.00,0,Legal Sequencing at the period closing,US
AX_POSTING_DEV_MODE,US,AX: Posting Developer Mode,1,29.03.99,2,04.05.00,0,Debug Mode for AX,US
AZ_ARCHIVE_RELEASE,US,AZ: Archive Release,1,22.02.99,120,19.07.06,0,Archive Release,US
AZ_CURRENT_MODE,US,AZ: Current Mode,1,17.02.99,120,19.07.06,0,Current Mode,US
AZ_CURRENT_PHASE,US,AZ: Current Phase,1,22.02.99,120,19.07.06,0,Current Phase,US
BIS_DEBUG_LOG_DIRECTORY,US,BIS/AOL : Debug Log Directory,1,08.06.99,1,08.06.99,0,,US
BIS_SQL_TRACE,US,BIS: SQL_TRACE,1,13.06.99,2,03.03.04,0,Set SQL Trace On/Off,US
BIS_TREND_GRAPH_WIDTH,US,BIS: Trend Graph Width (pixels),1,01.01.80,1,04.05.00,0,BIS Trend Graph Width (pixels),US
BOM:ATO_PERFORM_LEADTIME_CALC,US,BOM: Perform Lead time calculations,1,12.06.97,120,21.01.05,0,Determines whether the AutoCreate Configuration should perform lead time calculations,US
BOM:CONFIGURATOR_DETAILS,US,BOM:Save Configurator Details Flag,1,12.06.97,120,21.01.05,0,Determines whether Configurator Engine should save constraint attribute value details,US
BOM:CONFIGURATOR_INSTALLED,US,BOM: Configurator Installed,1,12.06.97,120,21.01.05,0,Determines whether Oracle Product Configurator is Installed or not,US
BOM:CONFIGURATOR_SERVER_VALIDATION,US,BOM: Configurator Server Validation,1,12.06.97,120,21.01.05,0,Determines if the Configuration validation is to be performed on the Server or not,US
