ROW_ID, WEB_HOST_NAME, WEB_AGENT_NAME, APPLICATION_ID, RESPONSIBILITY_ID, RESPONSIBILITY_KEY, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN, DATA_GROUP_APPLICATION_ID, DATA_GROUP_ID, MENU_ID, START_DATE, END_DATE, GROUP_APPLICATION_ID, REQUEST_GROUP_ID, VERSION, RESPONSIBILITY_NAME, DESCRIPTION
AAA/M+AGKAAAFd8AAh,,,401,20634,INVENTORY,13.03.01,2,13.06.97,1,0,401,0,67605,01.01.51,,,,4,Inventory,Inventory Super User Responsibility
AAA/M+AGKAAAFd8AAi,,,200,20639,PAYABLES_MANAGER,10.07.01,2,13.06.97,1,0,200,0,68030,01.01.51,,200,1,4,Payables Manager,
AAA/M+AGKAAAFd8AAj,,,200,20640,PAYABLES_INQUIRY,25.04.00,2,13.06.97,1,0,200,0,68031,01.01.51,,200,906,4,Payables Inquiry,
AAA/M+AGKAAAFd8AAk,,,250,20644,QUALITY_INQUIRY,25.04.00,2,13.06.97,1,0,250,0,67726,01.01.51,,250,166,4,Quality Inquiry,Quality with only results inquiries
AAA/M+AGKAAAFd8AAl,,,401,20646,INVENTORY_ITEM,25.04.00,2,13.06.97,1,0,401,0,67605,01.01.51,,,,4,Inventory Item,Inventory responsibility for Aug. 95 distribution
AAA/M+AGKAAAFd8AAm,,,665,20667,AK_DEVELOPER,31.10.97,1,31.10.97,1,21241,601,0,67819,01.01.51,,,,4,AK Developer,AK Developer GUI
AAA/M+AGKAAAFd8AAn,,,175,20674,EDI_GATEWAY,13.03.01,120,28.07.99,1,0,175,0,68008,01.01.51,,175,247,4,e-Commerce Gateway,e-Commerce Gateway
AAA/M+AGKAAAFd8AAo,,,810,20675,ORACLE_TRAINING,08.04.04,2,13.06.97,1,0,810,0,67766,01.01.51,,810,264,4,Legacy Training Administrator,Oracle Training
AAA/M+AGKAAAFd8AAp,,,200,20677,PAYABLES_PURGE,25.04.00,2,13.06.97,1,0,200,0,68032,01.01.51,,200,906,4,Payables Purge,
AAA/M+AGKAAAFd8AAq,,,222,20678,RECEIVABLES_MANAGER,13.03.01,2,13.01.98,1,0,222,0,67721,01.01.51,,222,97,4,Receivables Manager,
AAA/M+AGKAAAFd8AAr,,,600,20698,AX_DEVELOPER,28.11.07,121,10.08.99,1,0,600,0,68174,01.01.51,13.10.99,600,245,4,AX Developer,AX Developer
AAA/M+AGKAAAFd8AAs,,,600,20699,AX_PAYABLES_SUPERVISOR,28.11.07,121,13.09.99,1,0,600,0,70778,01.01.51,13.10.99,600,255,4,AX Payables Supervisor,AX Payables Supervisor
AAA/M+AGKAAAFd8AAt,,,600,20700,AX_PAYABLES_USER,28.11.07,121,10.08.99,1,0,600,0,70708,01.01.51,13.10.99,600,243,4,AX Payables User,AX Payables User
AAA/M+AGKAAAFd8AAu,,,600,20701,AX_RECEIVABLES_USER,28.11.07,121,10.08.99,1,0,600,0,70711,01.01.51,13.10.99,600,244,4,AX Receivables User,AX Receivables User
AAA/M+AGKAAAFd8AAv,,,600,20702,AX_RECEIVABLES_SUPERVISOR,28.11.07,121,10.08.99,1,0,600,0,68186,01.01.51,13.10.99,600,254,4,AX Receivables Supervisor,AX Receivables Supervisor
AAA/M+AGKAAAFd8AAw,,,600,20703,AX_INVENTORY_SUPERVISOR,28.11.07,121,13.10.99,1,0,600,0,68187,01.01.51,13.10.99,600,257,4,AX Inventory,AX Inventory
AAA/M+AGKAAAFd8AAx,,,600,20704,AX_INVENTORY_USER,28.11.07,121,13.10.99,1,0,600,0,68182,01.01.51,13.10.99,600,256,4,AX Inventory User,AX Inventory User
AAA/M+AGKAAAFd8AAy,,,600,20705,AX_GENERAL_LEDGER_USER,28.11.07,121,10.08.99,1,0,600,0,70715,01.01.51,13.10.99,600,242,4,AX General Ledger User,AX General Ledger User
AAA/M+AGKAAAFd8AAz,,,704,20706,SUPPLY_CHAIN_PLANNER,13.03.01,2,13.06.97,1,0,704,0,68166,01.01.51,,704,258,4,Supply Chain Planner,Supply Chain Planning GUI
AAA/M+AGKAAAFd8AA0,,,201,20707,PURCHASING_SUPER_USER,13.03.01,2,13.06.97,1,0,201,0,68071,01.01.51,,201,112,4,Purchasing Super User,Oracle Purchasing Super User Responsability for GUI
AAA/M+AGKAAAFd8AA1,,,222,20709,QUICK_CUSTOMER,13.06.97,1,13.06.97,1,0,222,0,68204,01.01.51,,222,97,4,Quick Customer,
AAA/M+AGKAAAFd8AA2,,,702,20711,PRODUCT_CONFIGURATOR,02.12.99,1,02.12.99,1,44024,702,0,67551,01.01.51,01.01.51,702,267,4,Product Configurator,Oracle Product Configurator
AAA/M+AGKAAAFd8AA3,,,7002,20712,BELGIAN_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70292,01.01.50,,7002,728,4,Belgian AP Localizations,Belgian AP Localizations
AAA/M+AGKAAAFd8AA4,,,7002,20713,DANISH_LOCALIZATIONS,25.04.00,2,24.03.99,1,0,7002,0,70303,01.01.00,,7002,768,4,Danish AP Localizations,Danish AP Localizations
AAA/M+AGKAAAFd8AA5,,,7002,20714,FINNISH_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70308,01.01.50,,7002,734,4,Finnish AP Localizations,Finnish AP Localizations
AAA/M+AGKAAAFd8AA6,,,7002,20715,FRENCH_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70311,01.01.50,,7002,736,4,French AP Localizations,French AP Localizations
AAA/M+AGKAAAFd8AA7,,,7002,20716,GERMAN_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70300,01.01.50,,7002,737,4,German AP Localizations,German AP Localizations
AAA/M+AGKAAAFd8AA8,,,7002,20717,ITALIAN_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70320,01.01.50,,7002,749,4,Italian AP Localizations,Italian AP Localizations
AAA/M+AGKAAAFd8AA9,,,7002,20718,NETHERLANDS_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70323,01.01.50,,7002,752,4,Netherlands AP Localizations,Netherlands AP Localizations
AAA/M+AGKAAAFd8AA+,,,7002,20719,NORWEGIAN_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70325,01.01.50,,7002,754,4,Norwegian AP Localizations,Norwegian AP Localizations
AAA/M+AGKAAAFd8AA/,,,7002,20720,SPANISH_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70306,01.01.50,,7002,763,4,Spanish AP Localizations,Spanish AP Localizations
AAA/M+AGKAAAFd8ABA,,,7002,20721,SWEDISH_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70333,01.01.50,,7002,347,4,Swedish AP Localizations,Swedish AP Localizations
AAA/M+AGKAAAFd8ABB,,,7002,20722,SWISS_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70295,01.01.50,,7002,765,4,Swiss AP Localizations,Swiss AP Localizations
AAA/M+AGKAAAFd8ABC,,,202,20723,SUPPLIER_SCHEDULING,13.03.01,120,13.06.97,1,0,202,0,68236,01.01.51,,202,356,4,Supplier Scheduling,Oracle Supplier Scheduling GUI
AAA/M+AGKAAAFd8ABD,,,275,20724,ONLINE_EXPENDITURE_REVIEW,13.06.97,120,13.06.97,1,0,275,0,68264,01.01.51,,,,4,Online Expenditure Review,Online Expenditure Review GUI
AAA/M+AGKAAAFd8ABE,,,7002,20725,AUSTRIAN_LOCALIZATIONS,04.05.01,2,24.03.99,1,0,7002,0,70290,01.01.50,,7002,727,4,Austrian AP Localizations,Austrian AP Localizations
AAA/M+AGKAAAFd8ABF,,,665,20726,DDC_SHIPPING,13.06.97,1,13.06.97,1,8525,300,0,70737,01.01.51,,300,100,4,DDC Shipping,Shipping based on departures, deliveries, and containers
AAA/M+AGKAAAFd8ABG,,,201,20727,PURCHASING_REQUESTOR,26.02.04,120,13.06.97,1,0,201,0,68290,01.01.51,,201,129,4,Purchasing Requester,Oracle Purchasing Requester Responsibility for GUI
AAA/M+AGKAAAFd8ABH,,,201,20728,PURCHASING_RECEIVER,25.04.00,2,13.06.97,1,0,201,0,68291,01.01.51,,201,129,4,Purchasing Receiver,Oracle Purchasing Receiver Responsibility for GUI
AAA/M+AGKAAAFd8ABI,,,201,20729,PURCHASING_BUYER,25.04.00,2,13.06.97,1,0,201,0,68292,01.01.51,,201,112,4,Purchasing Buyer,Oracle Purchasing Responsibility for GUI
AAA/M+AGKAAAFd8ABJ,,,293,20731,WAREHOUSE_ADMINISTRATOR,13.06.97,1,13.06.97,1,9128,293,0,67668,26.07.96,,,,4,Warehouse Administrator,Oracle Applications Data Warehouse Administrator Responsibility
AAA/M+AGKAAAFd8ABK,,,7000,20741,CHINESE_PAYABLES,07.09.07,120,19.08.99,1,0,7000,0,68596,01.08.96,07.05.02,7000,299,4,Chinese Payables,Chinese Payables
AAA/M+AGKAAAFd8ABL,,,7000,20742,CHINESE_RECEIVABLES,07.09.07,120,19.08.99,1,0,7000,0,68601,01.08.96,,7000,300,4,Chinese Receivables,Chinese Receivables
AAA/M+AGKAAAFd8ABM,,,7000,20743,CHINESE_ASSETS_MANAGER,07.09.07,120,19.08.99,1,0,7000,0,70532,01.08.96,01.10.05,7000,301,4,Chinese Assets,Chinese Assets
AAA/M+AGKAAAFd8ABN,,,7000,20744,CHINESE_GENERAL_LEDGER,07.09.07,120,19.08.99,1,0,7000,0,70530,01.08.96,01.10.05,7000,302,4,Chinese General Ledger,Chinese General Ledger
AAA/M+AGKAAAFd8ABO,,,7000,20745,TAIWANESE_PAYABLES,11.12.06,121,20.08.99,1,0,200,0,70729,01.08.96,,7000,303,4,Taiwanese Payables,Taiwanese Payables
AAA/M+AGKAAAFd8ABP,,,7000,20746,TAIWANESE_RECEIVABLES,11.12.06,121,19.08.99,1,0,222,0,68301,01.08.96,,7000,304,4,Taiwanese Receivables,Taiwanese Receivables
AAA/M+AGKAAAFd8ABQ,,,7000,20747,KOREAN_PAYABLES,11.12.06,121,19.08.99,1,0,200,0,71416,01.01.51,,7000,305,4,Korean Payables,Korean Payables
AAA/M+AGKAAAFd8ABR,,,7000,20748,KOREAN_RECEIVABLES,11.12.06,121,19.08.99,1,0,222,0,68308,01.01.51,,7000,306,4,Korean Receivables,Korean Receivables
AAA/M+AGKAAAFd9AAA,,,7000,20749,THAI_PAYABLES,14.10.05,121,19.08.99,1,0,7000,0,70536,01.08.96,01.10.05,7000,307,4,Thai Payables,Thai Payables
AAA/M+AGKAAAFd9AAB,,,7000,20750,THAI_RECEIVABLES,14.10.05,121,13.10.99,1,0,7000,0,68310,01.08.96,01.10.05,7000,308,4,Thai Receivables,Thai Receivables
AAA/M+AGKAAAFd9AAC,,,7000,20751,THAI_INVENTORY,05.10.05,121,04.11.99,1,0,7000,0,68313,01.08.96,01.10.05,7000,373,4,Thai Inventory,Thai Inventory
AAA/M+AGKAAAFd9AAD,,,7004,20753,BRAZILIAN_GENERAL_INFORMATION,03.08.01,2,10.08.99,1,0,7004,0,70543,01.01.51,01.01.51,,,W,Brazilian General Information,Brazilian Localizations - General Information
AAA/M+AGKAAAFd9AAE,,,7004,20754,OBSOLETE_-_BRAZILIAN_GENERAL_L,10.08.01,2,10.08.99,1,0,7004,0,70527,01.01.51,01.01.51,7004,397,4,OBSOLETE - Brazilian General Ledger,Brazilian Localizations - General Ledger GUI - OBSOLETE
AAA/M+AGKAAAFd9AAF,,,7000,20755,AUSTRALIAN_ASSETS,25.04.00,121,13.09.99,1,0,7000,0,68403,23.09.96,,7000,355,4,Australian Assets,Australian Asset
AAA/M+AGKAAAFd9AAG,,,300,20756,ORDER_ENTRY_ADMINISTRATOR,07.08.97,1,07.08.97,1,0,300,0,67571,01.01.51,30.05.02,,,4,Order Entry Administrator,Order Entry Administration
AAA/M+AGKAAAFd9AAH,,,201,20757,SUPPLIER_SCHEDULING_GUI_OLD,25.04.00,2,13.06.97,1,0,201,0,68236,01.01.51,,202,356,4,Supplier Scheduling GUI_OLD,Oracle Supplier Scheduling GUI
AAA/M+AGKAAAFd9AAI,,,222,20778,RECEIVABLES_ARCHIVE_AND_PURGE,25.04.00,2,13.06.97,1,0,222,0,68353,31.10.64,,222,211,4,Receivables Archive and Purge,Receivables Archive and Purge
AAA/M+AGKAAAFd9AAJ,,,665,20779,SHIPPING_DELIVERY_BASED,05.08.97,1,05.08.97,1,0,300,0,70737,18.12.96,05.08.97,,,4,Shipping Delivery Based,Delivery based shipping
AAA/M+AGKAAAFd9AAK,,,140,20780,REPORT_EXCHANGE_DESIGNER,31.01.03,120,23.06.99,1,0,140,0,68359,18.12.96,,140,824,4,Report eXchange Designer,Report eXchange Designer
AAA/M+AGKAAAFd9AAL,,,260,20781,BANK_RECONCILIATION,25.04.00,120,12.08.97,1,0,260,0,68360,12.06.97,,260,360,4,Bank Reconciliation,Bank Reconciliation GUI
AAA/M+AGKAAAFd9AAM,,,260,20782,CASH_FORECASTING,25.04.00,120,12.08.97,1,0,260,0,68361,12.06.97,,260,361,4,Cash Forecasting,Cash Forecasting GUI
AAA/M+AGKAAAFd9AAN,,,711,20783,AUTOMOTIVE,13.06.97,1,13.06.97,1,10916,711,0,68371,16.12.96,,,,4,Automotive,Oracle Automotive GUI
AAA/M+AGKAAAFd9AAO,,,201,20784,SUPPLIER_SCHEDULING-20120784,13.03.01,120,03.12.97,1,0,201,0,68236,01.01.51,,202,356,4,Supplier Scheduling,Oracle Supplier Scheduling GUI
AAA/M+AGKAAAFd9AAP,,,7004,20785,BRAZILIAN_GENERAL_LEDGER,25.04.00,2,10.08.99,1,0,101,0,70527,01.01.51,,7004,397,4,Brazilian General Ledger,Brazilian Localizations - General Ledger
AAA/M+AGKAAAFd9AAQ,,,7000,20864,AUSTRALIAN_PAYABLES,11.12.06,121,19.08.99,1,0,200,0,68596,03.03.97,07.05.02,200,1,4,Australian Payables,Australian Payables
AAA/M+AGKAAAFd9AAR,,,101,20865,GENERAL_LEDGER_CENTRA_SUBSIDIA,04.10.05,120,13.08.97,1,0,101,0,67891,01.01.51,01.01.51,101,111,4,General Ledger CENTRA Subsidiary Super User,CENTRA subsidiary super user responsibility for Oracle General Ledger
AAA/M+AGKAAAFd9AAS,,,101,20866,GENERAL_LEDGER_CENTRA_USER,04.10.05,120,13.08.97,1,0,101,0,67891,01.01.51,01.01.51,101,111,4,General Ledger CENTRA User,CENTRA user responsibility for Oracle General Ledger
AAA/M+AGKAAAFd9AAT,,,178,20868,CUSTOMER_SERVICES_(FULL_ACCESS,16.07.99,1,16.07.99,1,34815,178,0,68698,05.03.97,19.10.97,,,W,Customer Services (Full Access),Customer Services (Full Access)
AAA/M+AGKAAAFd9AAU,,,178,20869,REQUISITIONS_(FULL_ACCESS),06.03.98,1,06.03.98,1,19901,178,0,68713,05.03.97,,,,W,Requisitions (Full Access),Requisitions (Full Access)
AAA/M+AGKAAAFd9AAV,,,178,20870,SUPPLIER_SERVICES_(BY_SUPPLIER,06.03.98,1,06.03.98,1,22909,178,0,69354,05.03.97,,,,W,Supplier Services (by Supplier Site),Supplier Services (by Supplier Site)
AAA/M+AGKAAAFd9AAW,,,178,20871,CUSTOMER_SERVICES_(BY_CUSTOMER,06.03.98,1,06.03.98,1,20755,178,0,68698,05.03.97,19.10.97,,,W,Customer Services (by Customer),Customer Services (by Customer)
AAA/M+AGKAAAFd9AAX,,,178,20872,SYSTEM_ADMINISTRATION,06.12.06,120,06.03.98,1,0,178,0,68719,05.03.97,,0,6,W,System Administration,System Administration
AAA/M+AGKAAAFd9AAY,,,178,20873,PREFERENCES,13.03.01,121,06.03.98,1,0,178,0,68697,05.03.97,,,,W,Preferences SSWA,Preferences SSWA
AAA/M+AGKAAAFd9AAZ,,,178,20874,GENERAL_INFORMATION,06.03.98,1,06.03.98,1,0,178,0,68719,05.03.97,,,,W,General Information,General Information
AAA/M+AGKAAAFd9AAa,,,178,20875,CUSTOMER_SERVICES_(B-17820875,16.07.99,1,16.07.99,1,34815,178,0,68698,05.03.97,19.10.97,,,W,Customer Services (by Customer Contact),Customer Services (by Customer Contact)
AAA/M+AGKAAAFd9AAb,,,178,20876,REQUISITIONS_(BY_PREPARER),06.03.98,1,06.03.98,1,22774,178,0,69334,05.03.97,,,,W,Requisitions (by Preparer),Requisitions (by Preparer)
AAA/M+AGKAAAFd9AAc,,,178,20877,REQUISITIONS_(BY_REQUESTOR),06.03.98,1,06.03.98,1,22774,178,0,69335,05.03.97,,,,W,Requisitions (by Requestor),Requisitions (by Requestor)
AAA/M+AGKAAAFd9AAd,,,178,20878,SUPPLIER_SERVICES_(FULL_ACCESS,06.03.98,1,06.03.98,1,19901,178,0,68718,05.03.97,,,,W,Supplier Services (Full Access),Supplier Services (Full Access)
AAA/M+AGKAAAFd9AAe,,,178,20879,SUPPLIER_SERVICES_(B-17820879,06.03.98,1,06.03.98,1,19901,178,0,68718,05.03.97,,,,W,Supplier Services (by Supplier),Supplier Services (by Supplier)
AAA/M+AGKAAAFd9AAf,,,178,20880,DOCUMENTATION,01.09.99,1,01.09.99,1,37755,178,0,68698,05.03.97,06.03.97,,,W,Documentation,Documentation
AAA/M+AGKAAAFd9AAg,,,140,20889,GLOBAL_ASSETS_INQUIRY,13.07.00,120,06.03.98,1,0,140,0,68961,06.03.97,,,,W,Global Assets Inquiry,Global Assets Inquiry
AAA/M+AGKAAAFd9AAh,,,808,20898,ORACLE_TIME_MANAGEMENT_MANAGER,27.07.01,2,13.10.99,1,0,808,0,73115,01.01.51,,808,1012,4,Global Time and Labor Rules Manager,
AAA/M+AGKAAAFd9AAi,,,8301,20899,US_GOV_HR_MANAGER,25.04.00,120,06.10.98,1,0,8301,0,68416,01.01.51,,8301,374,4,US Federal HR Manager,Oracle US Federal HR - full menu for US Federal users
AAA/M+AGKAAAFd9AAj,,,7000,20900,KOREAN_ASSETS,05.10.05,121,19.08.99,1,0,7000,0,70534,20.05.97,01.10.05,7000,372,4,Korean Assets,Korean Assets
AAA/M+AGKAAAFd9AAk,,,7004,20905,BRAZILIAN_ORACLE_INVENTORY,03.08.01,2,10.08.99,1,0,401,0,72393,01.01.51,,401,58,4,Brazilian Inventory,Brazilian Localizations - Oracle Inventory
AAA/M+AGKAAAFd9AAl,,,7004,20906,BRAZILIAN_ORACLE_PAYABLES,25.04.00,2,10.08.99,1,0,200,0,68454,01.01.51,,7004,395,4,Brazilian Payables,Brazilian Localizations - Oracle Payables
AAA/M+AGKAAAFd9AAm,,,7004,20907,BRAZILIAN_ORACLE_PURCHASING,03.08.01,2,10.08.99,1,0,201,0,68494,01.01.51,01.01.51,201,129,4,Brazilian Purchasing,Brazilian Localizations - Oracle Purchasing
AAA/M+AGKAAAFd9AAn,,,7004,20908,BRAZILIAN_ORACLE_RECEIVABLES,25.04.00,2,10.08.99,1,0,222,0,68608,01.01.51,,7004,396,4,Brazilian Receivables,Brazilian Localizations - Oracle Receivables
AAA/M+AGKAAAFd9AAo,,,7004,20912,OBSOLETE_-_ARGENTINE_GENERAL_L,03.08.01,2,10.08.99,1,0,7004,0,68525,01.01.51,01.01.51,7004,398,4,OBSOLETE - Argentine General Ledger,Argentine Globalization General Ledger GUI - OBSOLETE
AAA/M+AGKAAAFd9AAp,,,7000,20914,SINGAPOREAN_PAYABLES,11.12.06,121,30.08.99,1,0,200,0,68680,23.07.97,,7000,467,4,Singaporean Payables,Singaporean Payables
AAA/M+AGKAAAFd9AAq,,,7002,20915,PORTUGUESE_LOCALIZATIONS,21.03.01,2,24.03.99,1,0,7002,0,70331,01.01.50,,7002,760,4,Portuguese AP Localizations,Portuguese AP Localizations
AAA/M+AGKAAAFd9AAr,,,7004,20916,ARGENTINE_GENERAL_LEDGER,25.04.00,2,10.08.99,1,0,101,0,68525,01.01.51,,7004,398,4,Argentine General Ledger,Argentine Globalization General Ledger
AAA/M+AGKAAAFd9AAs,,,7000,20933,CANADIAN_PAYABLES,05.10.05,121,16.09.99,1,0,7000,0,68551,01.01.51,01.10.05,200,1,4,Canadian Payables,Canadian Payables
AAA/M+AGKAAAFd9AAt,,,7000,20937,SINGAPOREAN_RECEIVABLES,11.12.06,121,30.08.99,1,0,222,0,68678,04.08.97,,7000,425,4,Singaporean Receivables,Singaporean Receivables
AAA/M+AGKAAAFd9AAu,,,7000,20938,SINGAPOREAN_GENERAL_LEDGER,25.04.00,121,30.08.99,1,0,7000,0,68600,04.08.97,,7000,424,4,Singaporean General Ledger,Singaporean General Ledger
