USER_ID, RESPONSIBILITY_ID, RESPONSIBILITY_APPLICATION_ID, SECURITY_GROUP_ID, START_DATE, END_DATE, CREATED_BY, CREATION_DATE, LAST_UPDATED_BY, LAST_UPDATE_DATE, LAST_UPDATE_LOGIN, DESCRIPTION
1,21123,101,0,13.08.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21466,275,0,17.12.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21624,800,0,01.01.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20707,201,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1009,20420,1,0,09.01.01,09.01.01,-1,27.10.04,-1,27.10.04,-1,
1319,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1322,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1349,50722,800,0,10.05.15,10.11.15,-1,14.05.15,1732,11.11.15,0,
1352,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1353,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1355,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1358,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1359,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1363,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1366,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1367,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1372,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1377,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1380,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1385,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1388,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1391,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1331,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1333,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1341,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1343,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1343,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1344,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1347,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1273,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1275,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1279,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1281,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1288,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1290,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1298,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1299,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1302,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1303,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1304,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1306,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1309,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1309,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1315,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1,20744,7000,0,04.08.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20751,7000,0,17.07.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20717,7002,0,26.11.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20702,600,0,10.08.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20906,7004,0,25.07.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21060,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20537,800,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1416,50752,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1278,50755,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1278,50751,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1278,50739,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1340,50707,201,0,18.05.15,18.05.15,1150,18.05.15,1150,19.07.16,0,
1367,50711,201,0,18.05.15,,1150,18.05.15,1150,18.05.15,0,
1378,50703,201,0,18.05.15,,1150,18.05.15,1150,18.05.15,0,
1150,50818,401,0,24.05.15,,1150,24.05.15,1150,24.05.15,0,
1150,50817,401,0,24.05.15,,1150,24.05.15,1150,24.05.15,0,
1150,50838,401,0,24.05.15,,1150,24.05.15,1150,24.05.15,0,
1150,50758,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50708,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50759,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50694,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50692,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50691,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50704,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50702,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50762,401,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1150,50765,201,0,17.05.15,,1150,17.05.15,1150,17.05.15,0,
1130,50747,800,0,19.05.15,,1130,19.05.15,1130,19.05.15,0,
1150,50847,401,0,24.05.15,,1150,24.05.15,1150,24.05.15,0,
1150,50848,401,0,24.05.15,,1150,24.05.15,1150,24.05.15,0,
1395,50723,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1396,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1401,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1401,50718,800,0,10.05.15,16.07.17,-1,14.05.15,0,16.07.17,0,
1406,50717,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1411,50722,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1415,50718,800,0,10.05.15,,-1,14.05.15,-1,14.05.15,0,
1343,50738,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1343,50742,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1342,50745,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1342,50746,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1416,50756,800,0,17.05.15,,1130,17.05.15,1130,17.05.15,0,
1,21544,805,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20716,7002,0,26.11.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20638,170,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20745,7000,0,04.08.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1450,20434,101,0,24.05.15,,1110,24.05.15,1110,24.05.15,0,
1206,51054,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51058,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51071,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1388,50724,800,0,01.06.15,,1130,01.06.15,1130,01.06.15,0,
1451,50242,800,0,25.05.15,,0,25.05.15,0,25.05.15,0,
1451,20434,101,0,25.05.15,25.05.15,0,25.05.15,2424,08.11.18,0,
1256,51123,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1400,51090,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1320,51099,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,51004,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51005,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1397,51019,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1414,51025,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,50914,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,50919,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1311,50931,222,0,06.06.15,08.05.19,1110,06.06.15,0,08.05.19,0,
1311,50934,222,0,06.06.15,08.05.19,1110,06.06.15,0,08.05.19,0,
1223,51639,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1223,51646,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1223,51648,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1400,51654,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1400,51655,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,50964,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,50965,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,50988,222,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1315,50989,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,50996,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,51038,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51040,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1206,51046,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51048,140,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1,20434,101,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20534,800,0,13.11.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1379,57129,260,0,08.10.19,,0,08.10.19,0,08.10.19,0,
1379,58236,260,0,08.10.19,,0,08.10.19,0,08.10.19,0,
1312,51406,101,0,06.06.15,24.02.19,1110,06.06.15,2257,24.02.19,0,
1312,51411,101,0,06.06.15,24.02.19,1110,06.06.15,2257,24.02.19,0,
1312,51412,101,0,06.06.15,24.02.19,1110,06.06.15,2257,24.02.19,0,
1400,51414,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1406,51418,101,0,06.06.15,22.07.19,1110,06.06.15,0,22.07.19,0,
1406,51429,101,0,06.06.15,22.07.19,1110,06.06.15,0,22.07.19,0,
1206,51256,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51261,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51262,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51267,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51568,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1400,51571,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51687,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51560,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,51135,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51142,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1312,51518,101,0,10.10.19,,1110,06.06.15,0,10.10.19,0,
1312,51529,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1312,51543,101,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1400,51145,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,51146,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1400,51163,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,51180,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,51439,101,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51451,101,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51464,101,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1,20699,600,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20721,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21610,191,0,16.08.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20719,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21601,7004,0,03.06.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20714,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
0,21841,690,0,03.01.07,,1,03.01.07,1,03.01.07,0,
1,21485,140,0,06.01.98,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20704,600,0,10.08.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20755,7000,0,04.08.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21678,690,0,11.11.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,20783,711,0,16.12.96,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1256,51341,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51344,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51347,140,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1312,51690,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1274,51669,222,0,06.06.15,31.01.17,1110,06.06.15,0,01.02.17,0,
1274,51671,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1272,50947,222,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1272,50956,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,50958,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1406,51664,222,0,06.06.15,03.04.19,1110,06.06.15,0,10.07.19,0,
1406,51671,222,0,06.06.15,03.04.19,1110,06.06.15,0,10.07.19,0,
1,20747,7000,0,11.06.97,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21514,800,0,01.01.51,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1312,51600,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1312,51604,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51361,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1206,51369,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1256,51190,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51193,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51199,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51204,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51213,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51221,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51222,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51223,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1406,50924,222,0,06.06.15,03.04.19,1110,06.06.15,0,10.07.19,0,
1274,50948,222,0,06.06.15,03.04.19,1110,06.06.15,0,06.07.19,0,
1274,50957,222,0,06.06.15,03.04.19,1110,06.06.15,0,06.07.19,0,
1274,50959,222,0,06.06.15,03.04.19,1110,06.06.15,0,06.07.19,0,
1256,51233,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51237,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1256,51240,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1,20722,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21551,7002,0,01.01.00,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1,21596,7004,0,07.12.99,05.03.00,-1,27.10.04,-1,27.10.04,-1,
1272,51680,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51657,222,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1274,51540,101,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1274,51541,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1274,51552,101,0,06.06.15,,1110,06.06.15,0,06.09.18,0,
1274,51277,200,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1272,51583,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51585,200,0,06.06.15,30.01.17,1110,06.06.15,0,31.01.17,0,
1272,51586,200,0,06.06.15,31.01.17,1110,06.06.15,0,01.02.17,0,
1274,51285,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1274,51584,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1272,51516,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51547,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51548,101,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51277,200,0,06.06.15,,1110,06.06.15,0,01.02.17,0,
1272,51288,200,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1223,50981,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1223,50991,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1223,50994,222,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1321,50963,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,50969,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,50973,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,50974,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,50975,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,50983,222,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,51516,101,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,51278,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,51290,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,51292,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1321,51573,200,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
7268,50717,800,0,03.10.19,,0,03.10.19,0,03.10.19,0,
1406,51386,260,0,06.06.15,03.04.19,1110,06.06.15,0,10.07.19,0,
1274,51376,260,0,06.06.15,03.04.19,1110,06.06.15,0,06.07.19,0,
1512,50717,800,0,16.06.15,,1130,16.06.15,1130,16.06.15,0,
1513,50717,800,0,16.06.15,,1130,16.06.15,1130,16.06.15,0,
1406,51291,200,0,01.01.15,03.04.19,1110,23.06.15,0,10.07.19,0,
1406,51292,200,0,01.01.15,22.07.19,1110,23.06.15,0,22.07.19,0,
1406,51075,140,0,01.01.15,03.04.19,1110,23.06.15,0,10.07.19,0,
1110,51289,200,0,23.06.15,,1110,23.06.15,1110,23.06.15,0,
1552,50718,800,0,29.06.15,,1130,29.06.15,1130,29.06.15,0,
1573,50722,800,0,02.07.15,,1217,02.07.15,1217,02.07.15,0,
1611,50722,800,0,08.07.15,,1130,08.07.15,1130,08.07.15,0,
1110,51549,101,0,01.01.00,,1110,14.07.15,1110,14.07.15,0,
1177,50723,800,0,05.07.15,,1217,05.07.15,1217,05.07.15,0,
1312,51051,140,0,01.01.00,03.04.19,1110,14.07.15,0,06.07.19,0,
1430,20420,1,0,11.01.17,11.01.17,1110,14.06.15,2424,08.11.18,0,
1400,50740,800,0,16.06.15,,1130,16.06.15,1130,16.06.15,0,
1272,51354,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1272,51378,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1346,51300,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1223,51305,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1346,51325,260,0,06.06.15,29.03.17,1110,06.06.15,0,30.03.17,0,
1315,51326,260,0,06.06.15,,1110,06.06.15,1110,06.06.15,0,
1315,51331,260,0,06.06.15,31.01.17,1110,06.06.15,0,01.02.17,0,
1315,51332,260,0,06.06.15,31.01.17,1110,06.06.15,0,01.02.17,0,
1313,51700,800,0,07.06.15,,1130,07.06.15,1130,07.06.15,0,
1342,51700,800,0,07.06.15,,1130,07.06.15,1130,07.06.15,0,
1110,51369,260,0,23.08.15,,1110,23.08.15,1110,23.08.15,0,
1343,51516,101,0,25.08.15,,1217,25.08.15,1217,25.08.15,0,
1267,51413,101,0,26.08.15,,1217,26.08.15,1217,26.08.15,0,
1351,51517,101,0,27.08.15,,1217,27.08.15,1217,27.08.15,0,
1351,51526,101,0,27.08.15,,1217,27.08.15,1217,27.08.15,0,
1572,50784,200,0,16.08.15,,1572,16.08.15,1572,16.08.15,0,
1395,51400,101,0,23.08.15,,1217,23.08.15,1217,23.08.15,0,
1395,51404,101,0,23.08.15,03.04.19,1217,23.08.15,0,10.07.19,0,
1110,51511,200,0,31.08.15,,1110,31.08.15,1110,31.08.15,0,
1395,51487,200,0,01.01.00,03.04.19,1217,03.08.15,0,10.07.19,0,
1395,50977,222,0,01.01.00,03.04.19,1217,03.08.15,0,10.07.19,0,
1732,20420,1,0,01.09.15,,1130,01.09.15,1130,01.09.15,0,
1732,50419,800,0,01.09.15,,1130,01.09.15,1130,01.09.15,0,
1732,50720,800,0,01.09.15,,1732,01.09.15,1732,01.09.15,0,
1430,51515,101,0,11.01.17,11.01.17,1110,26.07.15,2424,08.11.18,0,
1395,51476,200,0,13.08.15,03.04.19,1217,13.08.15,0,10.07.19,0,
1395,50966,222,0,13.08.15,29.03.17,1217,13.08.15,0,30.03.17,0,
1395,51151,101,0,13.09.15,,1217,13.09.15,1217,13.09.15,0,
1110,51381,260,0,01.01.00,,1110,05.08.15,1110,05.08.15,0,
1395,20434,101,0,12.08.15,03.04.19,1217,12.08.15,0,10.07.19,0,
1395,51393,101,0,19.08.15,29.03.17,1217,19.08.15,0,30.03.17,0,
1400,51355,260,0,07.09.15,,1217,07.09.15,1217,07.09.15,0,
1110,51532,101,0,01.01.00,,1110,30.07.15,1110,30.07.15,0,
1312,51352,260,0,12.08.15,,1217,12.08.15,1217,12.08.15,0,
1351,51821,200,0,08.09.15,,1110,08.09.15,1110,08.09.15,0,
1343,51146,101,0,16.09.15,,1110,16.09.15,1110,16.09.15,0,
1312,51369,260,0,01.01.00,,1110,15.07.15,1110,15.07.15,0,
1312,51050,140,0,01.01.00,03.04.19,1110,15.07.15,0,06.07.19,0,
1110,51330,260,0,01.01.00,,1110,15.07.15,1110,15.07.15,0,
1245,51383,260,0,01.01.00,01.01.00,1110,15.07.15,1110,10.03.16,0,
1400,51366,260,0,02.08.15,,1217,02.08.15,1217,02.08.15,0,
1110,51299,260,0,02.08.15,,1110,02.08.15,1110,02.08.15,0,
1430,51538,101,0,11.01.17,11.01.17,1110,19.07.15,2424,08.11.18,0,
1430,51317,260,0,11.01.17,11.01.17,1430,19.07.15,2424,08.11.18,0,
1430,50964,222,0,11.01.17,11.01.17,1110,05.08.15,2424,08.11.18,0,
1652,50723,800,0,06.08.15,14.11.15,1217,06.08.15,1732,15.11.15,0,
1396,25623,0,0,06.08.15,,1217,06.08.15,1217,06.08.15,0,
1110,51552,101,0,09.08.15,,1110,09.08.15,1110,09.08.15,0,
1351,50782,200,0,28.07.15,,1217,28.07.15,1217,28.07.15,0,
1692,50717,800,0,12.08.15,,1217,12.08.15,1217,12.08.15,0,
1430,51518,101,0,11.01.17,11.01.17,1110,26.07.15,2424,08.11.18,0,
1343,51253,200,0,17.08.15,,1110,17.08.15,1110,17.08.15,0,
1110,51360,260,0,18.08.15,,1110,18.08.15,1110,18.08.15,0,
1395,51474,200,0,29.03.17,03.04.19,1217,20.08.15,0,10.07.19,0,
1401,50681,201,0,27.10.15,28.04.19,1217,27.10.15,0,28.04.19,0,
1673,50681,201,0,27.10.15,,1217,27.10.15,1217,27.10.15,0,
1298,50681,201,0,27.10.15,28.04.19,1217,27.10.15,0,28.04.19,0,
1265,50681,201,0,27.10.15,28.04.19,1217,27.10.15,0,28.04.19,0,
1932,50997,222,0,21.11.15,,1110,21.11.15,1110,21.11.15,0,
1833,50717,800,0,13.10.15,,1217,13.10.15,1217,13.10.15,0,
1349,50718,800,0,11.11.15,,1732,11.11.15,1732,11.11.15,0,
1315,51907,260,0,17.11.15,17.11.15,1110,17.11.15,1110,28.08.16,0,
1315,51902,101,0,17.11.15,17.11.15,1110,17.11.15,1110,28.08.16,0,
1315,51939,200,0,17.11.15,17.11.15,1110,17.11.15,1110,28.08.16,0,
1315,51944,140,0,17.11.15,29.03.17,1110,17.11.15,0,30.03.17,0,
1315,51945,101,0,17.11.15,17.11.15,1110,17.11.15,1110,28.08.16,0,
1150,51892,201,0,26.10.15,,1150,26.10.15,1150,26.10.15,0,
